,latitude_ERA,longitude_ERA,MODIS_LST,V15_prediction,V20_prediction,V20X_prediction,V15X_prediction,V15_error,V20_error,V20X_error,V15X_error,delta,deltaX,deltaX15,values,step,surface,latitude,longitude,change_in_cl,V15_cl,V20_cl,percentage_change_in_cl,heightAboveGround,change_in_si10,V15_si10,V20_si10,percentage_change_in_si10,change_in_cvh,V15_cvh,V20_cvh,percentage_change_in_cvh,change_in_cvl,V15_cvl,V20_cvl,percentage_change_in_cvl,change_in_lsm,V15_lsm,V20_lsm,percentage_change_in_lsm,change_in_dl,V15_dl,V20_dl,percentage_change_in_dl,cl_change_is_significant,si10_change_is_significant,cvh_change_is_significant,cvl_change_is_significant,lsm_change_is_significant,dl_change_is_significant,bitstring
59408,16.159245526934242,-3.09375,312.80167,319.38196,318.4882,315.61237,316.20413,6.805223,5.9682274,4.1108093,5.277082,-0.8369956,-2.6944137,-1.528141,198069,0 days,0.0,16.159245526934242,-3.09375,-0.029188752,0.035688877,0.006500125,-0.8178669,10.0,0.0,0.0,0.0,,0.0,0.0002746582,0.0002746582,0.0,-5.2452087e-06,0.8717704,0.87176514,-6.016732e-06,0.029188752,0.9643111,0.9934999,0.03026902,-3.0,6.0,3.0,-0.5,False,False,False,False,False,True,000100
59540,16.159245526934242,34.03125,325.74335,322.62396,321.38846,320.3839,320.55615,4.491242,5.166043,5.9689083,3.5637097,0.6748009,1.4776664,-0.9275322,196921,0 days,0.0,16.159245526934242,34.03125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.41859055e-05,0.8676616,0.8676758,1.6349582e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59541,16.159245526934242,34.3125,327.8512,321.72806,321.4366,320.78946,320.259,6.412595,6.754811,7.2608094,3.8131347,0.342216,0.8482146,-2.5994601,196922,0 days,0.0,16.159245526934242,34.3125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.2278557e-05,0.93766487,0.9376526,-1.3094825e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59543,16.159245526934242,34.875,328.1607,323.01758,322.8175,321.85306,322.2921,5.8854513,6.1841965,6.738342,4.6710544,0.29874516,0.8528905,-1.214397,196924,0 days,0.0,16.159245526934242,34.875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-5.00679e-06,0.61935925,0.61935425,-8.083823e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59544,16.159245526934242,35.15625,328.02246,323.5815,322.7468,321.6,322.48474,5.224704,6.0034056,6.767925,5.8650436,0.7787018,1.543221,0.64033985,196925,0 days,0.0,16.159245526934242,35.15625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.695488e-06,0.48650753,0.48651123,7.5959524e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59547,16.159245526934242,36.0,325.3466,322.26364,321.62405,321.84296,324.9877,4.833801,5.4104795,5.270688,4.4053617,0.57667875,0.43688726,-0.42843914,196928,0 days,0.0,16.159245526934242,36.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0026550293,0.0026550293,0.0,8.583069e-06,0.9956579,0.9956665,8.6205e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59549,16.159245526934242,36.5625,324.86368,322.7521,321.25964,321.9467,324.18176,4.309515,5.173203,4.6703534,4.650845,0.863688,0.3608384,0.34133005,196930,0 days,0.0,16.159245526934242,36.5625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0994415e-06,0.85387874,0.85388184,3.6298381e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59597,16.159245526934242,52.3125,313.93307,309.84793,308.57428,308.90497,319.33313,4.8182034,5.6585116,5.5140295,2.414701,0.8403082,0.69582605,-2.4035025,196986,0 days,0.0,16.159245526934242,52.3125,0.00034797192,0.0,0.00034797192,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.033626795,0.13025177,0.16387856,0.25816768,217.36035,40.06836,257.4287,5.424738,False,False,False,False,False,True,000100
59633,16.159245526934242,95.90625,306.90802,312.10986,312.60223,313.516,306.37125,5.571536,5.972343,6.8215327,2.1548576,0.4008069,1.2499967,-3.4166784,197141,0 days,0.0,16.159245526934242,95.90625,0.006080985,0.0,0.006080985,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.068397045,0.23296869,0.30136573,0.293589,8.798828,3.3769531,12.175781,2.6055524,False,False,False,False,False,True,000100
59682,16.440275878947272,-99.0,307.5021,302.46225,302.59558,301.5806,299.7179,5.333215,5.2189455,6.1282144,2.584439,-0.11426973,0.7949991,-2.7487762,196448,0 days,0.0,16.440275878947272,-99.0,3.7312508e-05,0.0,3.7312508e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.015330195,0.017004251,0.032334447,0.9015507,88.37402,531.5703,619.94434,0.16625087,False,False,False,False,False,True,000100
59727,16.440275878947272,-61.03125,300.13303,303.1177,307.62915,301.60187,303.85117,3.159824,7.496117,2.360626,3.7871451,4.336293,-0.7991979,0.62732124,196583,0 days,0.0,16.440275878947272,-61.03125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0025097132,0.018896818,0.021406531,0.13281141,-759.4082,3038.5605,2279.1523,-0.24992368,False,False,False,False,False,True,000100
59728,16.440275878947272,-24.46875,309.43835,305.77957,303.67477,305.0403,304.05545,4.8398714,6.2657037,5.1440344,3.1146212,1.4258323,0.30416298,-1.7252502,196713,0 days,0.0,16.440275878947272,-24.46875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0018119812,0.0025157928,0.004327774,0.7202426,12.96875,1798.0449,1811.0137,0.007212695,False,False,False,False,False,False,000000
59729,16.440275878947272,-24.1875,308.54355,306.2127,302.6665,304.61786,303.4787,4.0727515,6.3612313,4.8812656,2.5654192,2.2884798,0.8085141,-1.5073323,196714,0 days,0.0,16.440275878947272,-24.1875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0145123005,0.013048291,0.027560592,1.1121993,489.99902,1486.6084,1976.6074,0.32960868,False,False,False,False,False,True,000100
59731,16.440275878947272,-16.3125,307.50717,314.14337,312.27637,310.6235,304.18475,6.7232504,5.2383885,3.9515247,5.7928753,-1.4848619,-2.7717257,-0.9303751,196742,0 days,0.0,16.440275878947272,-16.3125,-0.037307024,0.07860255,0.04129553,-0.47462866,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-4.7683716e-07,0.74700975,0.7470093,-6.383279e-07,0.035604596,0.92139745,0.95700204,0.038641952,7.3476562,0.5205078,7.868164,14.1163225,False,False,False,False,False,True,000100
59732,16.440275878947272,-16.03125,310.81573,320.3611,318.57565,317.58093,304.80093,9.56343,7.820632,6.933795,4.8546,-1.7427979,-2.6296349,-4.70883,196743,0 days,0.0,16.440275878947272,-16.03125,-0.0060932636,0.02104938,0.014956117,-0.28947473,10.0,0.0,0.0,0.0,,0.0,0.009521484,0.009521484,0.0,-5.841255e-06,0.8933469,0.89334106,-6.5386193e-06,0.0060932636,0.9789506,0.9850439,0.0062242807,1.4462891,1.0,2.446289,1.4462891,False,False,False,False,False,True,000100
59733,16.440275878947272,-15.75,310.9791,319.06686,315.93198,314.8359,309.1513,8.104948,5.174466,4.428691,3.0924518,-2.930482,-3.6762571,-5.012496,196744,0 days,0.0,16.440275878947272,-15.75,-0.013339877,0.07403147,0.060691595,-0.18019198,10.0,0.0,0.0,0.0,,0.0,0.058441162,0.058441162,0.0,-1.3232231e-05,0.88892925,0.888916,-1.4885584e-05,0.013339877,0.9259685,0.9393084,0.014406404,1.2607422,1.0,2.2607422,1.2607422,False,False,False,False,False,True,000100
59737,16.440275878947272,-14.625,315.06573,321.28302,320.03094,320.0016,319.84314,6.5092797,5.554198,5.4262695,5.8197703,-0.95508194,-1.0830102,-0.6895094,196748,0 days,0.0,16.440275878947272,-14.625,0.003062725,0.0,0.003062725,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.5762787e-07,0.08242762,0.08242798,4.33869e-06,-0.003062725,1.0,0.9969373,-0.003062725,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59738,16.440275878947272,-14.34375,314.55344,322.3302,320.54202,318.725,320.21484,7.990733,6.5275803,5.17076,5.7761726,-1.4631529,-2.819973,-2.2145605,196749,0 days,0.0,16.440275878947272,-14.34375,0.006182432,0.001231432,0.007413864,5.0205226,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-2.861023e-06,0.40967083,0.40966797,-6.9837115e-06,-0.006182432,0.99876857,0.99258614,-0.0061900546,2.0,1.0,3.0,2.0,False,False,False,False,False,True,000100
59739,16.440275878947272,-14.0625,314.65427,322.5466,320.59024,319.5277,319.99835,8.096603,6.4898148,5.6362257,5.3594522,-1.6067886,-2.4603777,-2.7371511,196750,0 days,0.0,16.440275878947272,-14.0625,0.0054724216,0.00020599365,0.0056784153,26.565971,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.894371e-06,0.6911217,0.6911316,1.4316394e-05,-0.0054724216,0.999794,0.9943216,-0.005473549,2.0,1.0,3.0,2.0,False,False,False,False,False,True,000100
59740,16.440275878947272,-13.78125,315.443,321.5222,320.11462,319.34088,320.42358,6.463382,5.394853,4.8921547,5.785881,-1.0685287,-1.5712271,-0.6775007,196751,0 days,0.0,16.440275878947272,-13.78125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.503395e-06,0.5479711,0.54797363,4.56848e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59751,16.440275878947272,-10.6875,315.29877,321.5718,320.0933,320.44913,320.1404,6.373502,5.1147847,5.355233,4.7398934,-1.2587171,-1.0182686,-1.6336083,196762,0 days,0.0,16.440275878947272,-10.6875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-7.390976e-06,0.86646247,0.8664551,-8.530059e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59771,16.440275878947272,-5.0625,320.08627,316.83575,316.39008,315.55994,319.0093,5.0001097,5.42621,5.663545,4.1058803,0.42610025,0.66343546,-0.8942294,196782,0 days,0.0,16.440275878947272,-5.0625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-4.7683716e-07,0.99304247,0.993042,-4.80178e-07,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59777,16.440275878947272,-3.375,314.93274,322.15967,320.69305,319.48245,317.54562,7.3947215,6.0925603,5.0936804,4.866245,-1.3021612,-2.3010411,-2.5284767,196788,0 days,0.0,16.440275878947272,-3.375,-0.012084246,0.02167046,0.009586215,-0.5576368,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-8.821487e-06,0.9316189,0.9316101,-9.468987e-06,0.012084246,0.97832954,0.9904138,0.012351917,-3.0,6.0,3.0,-0.5,False,False,False,False,False,True,000100
59778,16.440275878947272,-3.09375,313.23157,318.761,318.04358,315.612,316.33954,5.961856,5.3401704,4.0141945,4.4632874,-0.6216855,-1.9476614,-1.4985685,196789,0 days,0.0,16.440275878947272,-3.09375,-0.03958285,0.06180203,0.022219181,-0.64047813,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.1205673e-05,0.7798574,0.7798462,-1.4368875e-05,0.03958285,0.938198,0.9777808,0.042190295,-3.0,6.0,3.0,-0.5,False,False,False,False,False,True,000100
59789,16.440275878947272,0.0,318.678,321.83115,320.22104,318.39218,318.9334,5.719033,5.269699,5.1795716,4.253625,-0.44933367,-0.53946114,-1.4654078,195520,0 days,0.0,16.440275878947272,0.0,-0.0049870014,0.015505075,0.010518074,-0.3216367,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-4.4107437e-06,0.45148146,0.45147705,-9.76949e-06,0.0049870014,0.9844949,0.9894819,0.005065543,-3.0,6.0,3.0,-0.5,False,False,False,False,False,True,000100
59805,16.440275878947272,4.5,321.74176,318.50507,318.20776,316.6176,319.74515,4.9702225,5.125905,6.0869412,4.245019,0.15568256,1.1167188,-0.7252035,195536,0 days,0.0,16.440275878947272,4.5,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-9.775162e-06,0.9999182,0.99990845,-9.775961e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59911,16.440275878947272,34.3125,328.17316,323.82205,323.53516,323.65616,320.97372,5.1767054,5.3499,5.2986646,3.4364753,0.17319441,0.12195921,-1.7402301,195642,0 days,0.0,16.440275878947272,34.3125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-8.225441e-06,0.30591643,0.3059082,-2.688787e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59918,16.440275878947272,36.28125,321.94904,321.4727,319.5017,320.89648,325.6069,4.5803294,5.212364,4.743761,4.3916535,0.6320348,0.16343164,-0.18867588,195649,0 days,0.0,16.440275878947272,36.28125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0009765625,0.0009765625,0.0,4.053116e-06,0.9913595,0.9913635,4.088442e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59919,16.440275878947272,36.5625,324.4343,322.44073,320.85315,321.3881,324.97165,4.310002,5.3215313,4.6932473,4.5000687,1.0115294,0.38324547,0.19006681,195650,0 days,0.0,16.440275878947272,36.5625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.180172e-05,0.8244206,0.8244324,1.4315169e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
59934,16.440275878947272,43.3125,311.31622,316.41418,316.3684,315.6491,311.97955,5.6164174,5.4071913,5.0379567,4.0746756,-0.20922613,-0.5784607,-1.5417418,195674,0 days,0.0,16.440275878947272,43.3125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-6.0796738e-06,0.14774168,0.1477356,-4.1150703e-05,0.0,1.0,1.0,0.0,-14.260742,25.0,10.739258,-0.5704297,False,False,False,False,False,True,000100
59968,16.440275878947272,52.875,307.6606,303.26733,302.5453,303.35883,318.66635,5.7340117,5.8623714,4.999581,2.9247591,0.1283598,-0.7344308,-2.8092525,195708,0 days,0.0,16.440275878947272,52.875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.011386037,0.01058495,0.021970987,1.0756817,435.57715,690.10254,1125.6797,0.6311774,False,False,False,False,False,True,000100
60009,16.440275878947272,96.46875,309.7785,311.83838,312.51117,313.64667,305.74274,5.3819513,5.5069613,6.0571394,2.0752695,0.12501001,0.67518806,-3.3066819,195863,0 days,0.0,16.440275878947272,96.46875,3.9815903e-05,0.0,3.9815903e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.07598841,0.2052877,0.2812761,0.37015572,3.5458984,1.984375,5.5302734,1.7869095,False,False,False,False,False,True,000100
60104,16.721306230690846,-25.03125,309.15897,306.09915,304.54602,304.342,300.26727,4.505312,5.524228,5.5958376,2.0843596,1.0189161,1.0905256,-2.4209523,195431,0 days,0.0,16.721306230690846,-25.03125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.026230693,0.0878042,0.11403489,0.29874074,106.67285,1206.4736,1313.1465,0.08841706,False,False,False,False,False,False,000000
60108,16.721306230690846,-23.0625,310.02792,302.49326,301.03577,303.12128,303.42426,7.77951,9.112639,7.149424,3.6499417,1.3331294,-0.63008595,-4.129568,195438,0 days,0.0,16.721306230690846,-23.0625,7.6293945e-06,0.0,7.6293945e-06,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.005072832,0.108581305,0.10350847,-0.046719205,435.39258,1059.6787,1495.0713,0.41087225,False,False,False,False,False,True,000100
60109,16.721306230690846,-22.78125,307.63168,302.42828,301.24933,303.3682,305.5661,5.7789173,6.7179227,5.0358267,4.1276693,0.9390054,-0.7430906,-1.651248,195439,0 days,0.0,16.721306230690846,-22.78125,6.067753e-05,0.0,6.067753e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.007943034,0.05584085,0.063783884,0.14224415,211.80469,1202.3281,1414.1328,0.17616214,False,False,False,False,False,True,000100
60115,16.721306230690846,-14.90625,315.2973,322.41068,320.1374,319.39783,319.1821,7.2950416,5.4751034,4.861093,4.414051,-1.8199382,-2.4339485,-2.8809905,195467,0 days,0.0,16.721306230690846,-14.90625,0.003912568,0.007898927,0.011811495,0.49532908,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,8.225441e-06,0.7904581,0.7904663,1.0405916e-05,-0.003912568,0.9921011,0.9881885,-0.0039437194,2.0,1.0,3.0,2.0,False,False,False,False,False,True,000100
60116,16.721306230690846,-14.625,315.19833,321.7266,320.53522,319.88977,319.61655,6.825005,5.890919,5.2873316,4.7852883,-0.93408585,-1.5376735,-2.0397167,195468,0 days,0.0,16.721306230690846,-14.625,0.0029211044,0.0043945312,0.0073156357,0.66471356,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.2516975e-05,0.20128143,0.20129395,6.218644e-05,-0.0029211044,0.99560547,0.99268436,-0.002933998,2.0,1.0,3.0,2.0,False,False,False,False,False,True,000100
60117,16.721306230690846,-14.34375,314.92648,321.82227,320.2097,319.05286,319.78268,7.1317573,5.825151,4.930448,5.2866592,-1.3066063,-2.2013092,-1.845098,195469,0 days,0.0,16.721306230690846,-14.34375,-0.0007671118,0.004364848,0.0035977364,-0.17574765,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-7.390976e-06,0.5472791,0.5472717,-1.3504948e-05,0.0007671118,0.99563515,0.99640226,0.0007704748,2.0,1.0,3.0,2.0,False,False,False,False,False,True,000100
60118,16.721306230690846,-14.0625,314.35217,321.30756,320.3749,319.3318,319.97253,7.2075076,6.3706164,5.5690312,5.3140264,-0.8368912,-1.6384764,-1.8934813,195470,0 days,0.0,16.721306230690846,-14.0625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.4662743e-05,0.4098364,0.40985107,3.5777062e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60119,16.721306230690846,-13.78125,315.48846,321.0899,320.04575,320.12534,320.1467,6.021702,5.2791114,5.2635913,5.462916,-0.7425904,-0.7581105,-0.5587859,195471,0 days,0.0,16.721306230690846,-13.78125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7.748604e-06,0.12435138,0.12435913,6.231217e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60125,16.721306230690846,-12.09375,315.0017,320.78598,319.60754,318.7888,321.19193,6.146639,5.2750483,4.9213853,5.055362,-0.8715906,-1.2252536,-1.0912766,195477,0 days,0.0,16.721306230690846,-12.09375,-0.00024032593,0.0002605915,2.026558e-05,-0.9222324,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0728836e-05,0.5196731,0.51968384,2.0645355e-05,0.00024032593,0.9997394,0.99997973,0.00024038857,2.0,1.0,3.0,2.0,False,False,False,False,False,True,000100
60128,16.721306230690846,-11.25,315.49875,321.23056,320.37152,319.6777,319.80838,5.950115,5.2119827,4.7210402,5.6882977,-0.7381325,-1.229075,-0.26181746,195480,0 days,0.0,16.721306230690846,-11.25,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7.867813e-06,0.2971418,0.29714966,2.6478312e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60129,16.721306230690846,-10.96875,315.2098,321.61496,320.25333,320.09076,318.67224,6.528121,5.3280196,5.1937633,5.4223566,-1.2001014,-1.3343577,-1.1057644,195481,0 days,0.0,16.721306230690846,-10.96875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.9604645e-06,0.672632,0.67263794,8.861405e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60130,16.721306230690846,-10.6875,315.53336,321.0792,320.27933,319.38614,319.61185,5.8050714,5.1500134,4.557088,4.920791,-0.6550579,-1.2479835,-0.8842802,195482,0 days,0.0,16.721306230690846,-10.6875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.7881393e-06,0.65396297,0.6539612,-2.7343128e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60148,16.721306230690846,-5.625,319.76334,317.077,315.94495,315.1433,315.4828,4.4470167,5.2550464,5.468739,5.3171835,0.80802965,1.0217223,0.8701668,195500,0 days,0.0,16.721306230690846,-5.625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-3.5762787e-07,0.94943273,0.9494324,-3.766753e-07,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60149,16.721306230690846,-5.34375,319.73242,316.8493,315.9998,315.05267,315.522,4.6426024,5.3073783,5.5660944,5.1939297,0.66477585,0.92349195,0.5513272,195501,0 days,0.0,16.721306230690846,-5.34375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.168251e-05,0.9981196,0.9981079,-1.1704519e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60150,16.721306230690846,-5.0625,319.76602,316.94617,316.23788,315.27814,315.60468,4.6984167,5.3560357,5.503857,4.7753716,0.657619,0.8054404,0.07695484,195502,0 days,0.0,16.721306230690846,-5.0625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60151,16.721306230690846,-4.78125,320.41428,316.9658,315.9401,315.24243,315.80597,4.9522576,5.870903,5.9599,5.149374,0.9186454,1.0076423,0.19711637,195503,0 days,0.0,16.721306230690846,-4.78125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60152,16.721306230690846,-4.5,321.0388,317.05344,316.48434,316.04285,315.52917,5.4441457,6.0621023,5.981667,5.4059124,0.61795664,0.53752136,-0.03823328,195504,0 days,0.0,16.721306230690846,-4.5,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.180172e-05,0.99989665,0.99990845,1.1802939e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60157,16.721306230690846,-3.09375,315.2385,320.55417,319.6478,318.12708,319.4247,5.868168,5.1034055,4.4756846,4.2835913,-0.7647624,-1.3924832,-1.5845766,195509,0 days,0.0,16.721306230690846,-3.09375,-0.021593928,0.032699466,0.011105537,-0.6603756,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-6.914139e-06,0.9138558,0.9138489,-7.565897e-06,0.021593928,0.96730053,0.98889446,0.022323908,-3.0,6.0,3.0,-0.5,False,False,False,False,False,True,000100
60189,16.721306230690846,5.90625,321.06082,318.14172,318.08582,315.82745,320.19965,4.8610525,5.1049113,6.2450275,4.1296377,0.24385881,1.383975,-0.7314148,194261,0 days,0.0,16.721306230690846,5.90625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.894371e-06,0.9652306,0.9652405,1.0250785e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60228,16.721306230690846,16.875,319.43228,317.6039,318.56876,317.8727,317.8387,5.2699304,5.221077,5.027467,4.7839284,-0.048853397,-0.24246359,-0.48600197,194300,0 days,0.0,16.721306230690846,16.875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60229,16.721306230690846,17.15625,320.63568,318.1311,319.64755,318.44534,317.95917,5.580096,5.3145466,5.2837486,4.945869,-0.26554918,-0.29634714,-0.6342268,194301,0 days,0.0,16.721306230690846,17.15625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60230,16.721306230690846,17.4375,320.31476,317.80603,318.94656,318.31668,318.4333,5.4560413,5.3145432,5.0296507,4.894412,-0.14149809,-0.42639065,-0.5616293,194302,0 days,0.0,16.721306230690846,17.4375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.3841858e-07,0.0011899471,0.0011901855,0.00020036065,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60289,16.721306230690846,34.03125,325.80103,322.1655,320.80118,321.16193,320.02057,4.68491,5.596385,5.2565775,3.8119955,0.9114752,0.5716677,-0.8729143,194361,0 days,0.0,16.721306230690846,34.03125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-5.1259995e-06,0.14035547,0.14035034,-3.6521553e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60290,16.721306230690846,34.3125,327.97394,323.73544,323.2137,325.06906,319.68774,4.9682155,5.326149,4.0546007,3.6220706,0.35793352,-0.91361475,-1.3461449,194362,0 days,0.0,16.721306230690846,34.3125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-5.9604645e-06,0.02042222,0.02041626,-0.00029186174,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60291,16.721306230690846,34.59375,328.29507,324.64026,323.78302,325.8487,321.16846,4.8614016,5.5138974,4.142921,3.9989321,0.65249586,-0.7184806,-0.86246943,194363,0 days,0.0,16.721306230690846,34.59375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
60292,16.721306230690846,34.875,328.32315,324.81958,324.357,325.93994,321.23615,4.990782,5.3928742,4.2515173,5.1870174,0.40209246,-0.7392645,0.19623566,194364,0 days,0.0,16.721306230690846,34.875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-4.6491623e-06,0.002049327,0.0020446777,-0.002268629,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
